iso,name
tlh,Klingon
kv,Komi
kg,Kongo
kok,Konkani
cop,Koptik
ko,Korea
kfo,Koro
co,Korsika
kos,Kosrae
kpe,Kpelle
crp,"Kreol dan Pidgins Lain"
cpe,"Kreol dan Pidgins Lain Berbasis Inggris"
cpp,"Kreol dan Pidgins Lain berbasis Portugis"
cpf,"Kreol dan Pidgins Lain berbasis Prancis"
hr,Kroasia
kro,Kru
kj,Kuanyama
kum,Kumyk
ku,Kurdi
kru,Kurukh
kut,Kutenai
lad,Ladino
lah,Lahnda
lam,Lamba
lo,Lao
la,Latin
lv,Latvian
lez,Lezghia
li,Limburg
ln,Lingala
lt,Lithuania
jbo,Lojban
loz,Lozi
lu,Luba-Katanga
lua,Luba-Lulua
lui,Luiseno
smj,"Lule Sami"
lun,Lunda
luo,Luo
lus,Lushai
lb,Luxembourg
mk,Macedonian
mad,Madura
mag,Magahi
mai,Maithili
mak,Makassar
mg,Malagasi
ms,Malay
ml,Malayalam
mt,Maltese
mnc,Manchu
mdr,Mandar
man,Mandingo
mni,Manipuri
gv,Manx
mi,Maori
mr,Marathi
chm,Mari
mh,Marshall
mwr,Marwari
mas,Masai
men,Mende
egy,"Mesir Kuno"
mic,Micmac
min,Minangkabau
mwl,Mirand
moh,Mohawk
mdf,Moksha
mo,Moldavian
mkh,"Mon-Khmer (Lainnya)"
lol,Mongo
mn,Mongolian
mos,Mossi
nqo,N'Ko
nah,Nahuati
na,Nauru
nv,Navajo
nr,"Ndebele Selatan"
nd,"Ndebele Utara"
ng,Ndonga
nap,Neapolitan
ne,Nepal
new,Newari
nwc,"Newari Klasik"
nia,Nias
nic,"Niger - Kordofania Lain"
ssa,"Nilo-Sahara Lain"
niu,Niuea
nog,Nogai
non,"Norse Lama"
se,"Northern Sami"
no,Norwegian
nb,"Norwegian Bokmål"
nn,"Norwegian Nynorsk"
nym,Nyamwezi
ny,"Nyanja; Chichewa; Chewa"
nyn,Nyankole
tog,"Nyasa Tonga"
nyo,Nyoro
nzi,Nzima
oj,Ojibwa
or,Oriya
om,Oromo
osa,Osage
os,Ossetic
pal,Pahlavi
pau,Palaua
pi,Pali
pam,Pampanga
pag,Pangasina
pap,Papiamento
paa,"Papuan (Lainnya)"
ps,"Pashto (Pushto)"
fr,Perancis
fro,"Perancis Kuno (842-kl.1400)"
frm,"Perancis, Abad Pertengahan (kl.1400-1600)"
fa,Persia
peo,"Persia Kuno (kl.600-400 SM.)"
phn,Phoenicia
pon,Pohnpeia
pl,Polish
pt,Portugis
pt_PT,"Portugis (Iberia)"
pt_BR,"Portugis Brasil"
fr_CA,"Prancis Kanada"
fr_CH,"Prancis Swiss"
pro,"Provençal Lama"
pa,Punjabi
qu,Quechua
raj,Rajasthani
rap,Rapanui
rar,Rarotongan
rm,Rhaeto-Romance
roa,"Romance Lain"
ro,Romanian
rom,Romany
root,Root
rn,Rundi
ru,Russian
sma,"Sami Selatan"
sm,Samoan
sad,Sandawe
sg,Sango
sa,Sanskrit
sat,Santali
sc,Sardinian
sas,Sasak
sel,Selkup
sem,"Semitic Lain"
sr,Serbian
sh,Serbo-Croatian
srr,Serer
shn,Shan
sn,Shona
ii,"Sichuan Yi"
sid,Sidamo
bla,Siksika
sd,Sindhi
si,Sinhalese
sit,"Sino-Tibet Lain"
scn,Sisilia
sms,"Skolt Sami"
sco,Skotlandia
den,Slave
sla,"Slavic Lain"
sk,Slovak
sl,Slovenian
sog,Sogdien
so,Somali
son,Songhai
snk,Soninke
hsb,"Sorbia Atas"
dsb,"Sorbia Rendahan"
st,"Sotho Selatan"
nso,"Sotho Utara"
es,Spanyol
es_ES,"Spanyol (Iberia)"
es_419,"Spanyol Amerika Latin"
srn,"Sranan Tongo"
suk,Sukuma
sux,Sumeria
su,Sundan
sus,Susu
sw,Swahili
ss,Swati
sv,Swedia
syr,Syria
tl,Tagalog
ty,Tahitian
tai,"Tai Lain"
tg,Tajik
tmh,Tamashek
ta,Tamil
tt,Tatar
te,Telugu
ter,Tereno
tet,Tetum
th,Thai
bo,Tibet
zxx,"Tidak ada konten linguistik"
tig,Tigre
ti,Tigrinya
tem,Timne
tli,Tingit
tiv,Tiv
tpi,"Tok Pisin"
tkl,Tokelau
to,Tonga
tsi,Tsimshian
ts,Tsonga
tn,Tswana
tum,Tumbuka
crh,"Turki Krimea"
ota,"Turki Ottoman"
tr,Turkish
tk,Turkmen
tvl,Tuvalu
tyv,Tuvinia
tw,Twi
kcg,Tyap
udm,Udmurt
uga,Ugaritik
ug,Uighur
uk,Ukrainian
umb,Umbundu
ur,Urdu
uz,Uzbek
vai,Vai
ve,Venda
vi,Vietnamese
vo,Volapük
vot,Votik
wal,Walamo
wa,Walloon
war,Waray
was,Washo
cy,Welsh
wo,Wolof
xh,Xhosa
sah,Yakut
yao,Yao
yap,Yap
yi,Yiddish
yo,Yoruba
el,Yunani
grc,"Yunani Kuno (sd 1453)"
znd,Zande
zap,Zapotek
zza,Zaza
zen,Zenaga
za,Zhuang
zu,Zulu
zun,Zuni
